ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1977-03-01,13.147166937423364,10.760823867026842,15.439384849789064,13.147166937423364,13.147166937423364,0.007985404212767552,0.007985404212767552,0.007985404212767552,0.007985404212767552,0.007985404212767552,0.007985404212767552,0.0,0.0,0.0,13.155152341636132
1977-04-01,13.15590329833907,10.476050647466225,15.339176217853995,13.15590329833907,13.15590329833907,-0.18167175170627534,-0.18167175170627534,-0.18167175170627534,-0.18167175170627534,-0.18167175170627534,-0.18167175170627534,0.0,0.0,0.0,12.974231546632794
1977-05-01,13.164357841160719,10.508779162044474,15.442222245204812,13.164357841160719,13.164357841160719,-0.10597563071558999,-0.10597563071558999,-0.10597563071558999,-0.10597563071558999,-0.10597563071558999,-0.10597563071558999,0.0,0.0,0.0,13.058382210445128
1977-06-01,13.173094202076422,10.567241255653864,15.606753568212065,13.173094202076422,13.173094202076422,-0.1820507656727165,-0.1820507656727165,-0.1820507656727165,-0.1820507656727165,-0.1820507656727165,-0.1820507656727165,0.0,0.0,0.0,12.991043436403706
1977-07-01,13.181548744898071,10.618017219823388,15.668750441194577,13.181548744898071,13.181548744898071,-0.013860176180841646,-0.013860176180841646,-0.013860176180841646,-0.013860176180841646,-0.013860176180841646,-0.013860176180841646,0.0,0.0,0.0,13.16768856871723
1977-08-01,13.190285105813778,10.780013101238053,15.785564692620742,13.190285105813778,13.190285105813778,0.11790993027467774,0.11790993027467774,0.11790993027467774,0.11790993027467774,0.11790993027467774,0.11790993027467774,0.0,0.0,0.0,13.308195036088456
1977-09-01,13.199021460340658,11.0108677355423,15.794626425824214,13.199021460340658,13.199021460340658,0.11151629456788524,0.11151629456788524,0.11151629456788524,0.11151629456788524,0.11151629456788524,0.11151629456788524,0.0,0.0,0.0,13.310537754908543
1977-10-01,13.207475996979577,10.488137031440179,15.453771994906678,13.207475996979577,13.207475996979577,-0.1719450531891561,-0.1719450531891561,-0.1719450531891561,-0.1719450531891561,-0.1719450531891561,-0.1719450531891561,0.0,0.0,0.0,13.035530943790421
1977-11-01,13.216212351506458,10.486228640531152,15.510212274345411,13.216212351506458,13.216212351506458,-0.19977719468968433,-0.19977719468968433,-0.19977719468968433,-0.19977719468968433,-0.19977719468968433,-0.19977719468968433,0.0,0.0,0.0,13.016435156816774
1977-12-01,13.224666888145377,10.722553415717062,15.888615985675653,13.224666888145377,13.224666888145377,0.03641109381843176,0.03641109381843176,0.03641109381843176,0.03641109381843176,0.03641109381843176,0.03641109381843176,0.0,0.0,0.0,13.261077981963808
1978-01-01,13.233403242672257,10.658562891644598,15.32261652709602,13.233403242672257,13.233403242672257,-0.1691214628840506,-0.1691214628840506,-0.1691214628840506,-0.1691214628840506,-0.1691214628840506,-0.1691214628840506,0.0,0.0,0.0,13.064281779788207
1978-02-01,13.24213959719914,10.73295974578229,15.538784158231962,13.24213959719914,13.24213959719914,-0.10257952967348019,-0.10257952967348019,-0.10257952967348019,-0.10257952967348019,-0.10257952967348019,-0.10257952967348019,0.0,0.0,0.0,13.13956006752566
1978-03-01,13.250030498062129,10.67619602209015,15.52069664601199,13.250030498062129,13.250030498062129,-0.10716977544513265,-0.10716977544513265,-0.10716977544513265,-0.10716977544513265,-0.10716977544513265,-0.10716977544513265,0.0,0.0,0.0,13.142860722616996
1978-04-01,13.25876685258901,10.820951621550634,15.524996913754938,13.25876685258901,13.25876685258901,-0.1243913542748318,-0.1243913542748318,-0.1243913542748318,-0.1243913542748318,-0.1243913542748318,-0.1243913542748318,0.0,0.0,0.0,13.13437549831418
1978-05-01,13.26722138922793,10.949452436657051,15.69209572721532,13.26722138922793,13.26722138922793,-0.1401675912341903,-0.1401675912341903,-0.1401675912341903,-0.1401675912341903,-0.1401675912341903,-0.1401675912341903,0.0,0.0,0.0,13.127053797993739
1978-06-01,13.275957743754812,10.605424281674452,15.523216027207868,13.275957743754812,13.275957743754812,-0.14130615165206112,-0.14130615165206112,-0.14130615165206112,-0.14130615165206112,-0.14130615165206112,-0.14130615165206112,0.0,0.0,0.0,13.13465159210275
1978-07-01,13.28441228039373,10.981584832591395,15.673885645988296,13.28441228039373,13.28441228039373,-0.036250972611639606,-0.036250972611639606,-0.036250972611639606,-0.036250972611639606,-0.036250972611639606,-0.036250972611639606,0.0,0.0,0.0,13.24816130778209
1978-08-01,13.293148634920612,11.1446080401127,15.98522040037036,13.293148634920612,13.293148634920612,0.14215072794185646,0.14215072794185646,0.14215072794185646,0.14215072794185646,0.14215072794185646,0.14215072794185646,0.0,0.0,0.0,13.43529936286247
1978-09-01,13.301884989447492,11.136474480837123,15.984789724094624,13.301884989447492,13.301884989447492,0.12971459383426884,0.12971459383426884,0.12971459383426884,0.12971459383426884,0.12971459383426884,0.12971459383426884,0.0,0.0,0.0,13.431599583281761
1978-10-01,13.31033952608641,10.59148747488197,15.511714769742117,13.31033952608641,13.31033952608641,-0.2344300748060507,-0.2344300748060507,-0.2344300748060507,-0.2344300748060507,-0.2344300748060507,-0.2344300748060507,0.0,0.0,0.0,13.07590945128036
1978-11-01,13.319075880613292,10.506082830701622,15.582336477456515,13.319075880613292,13.319075880613292,-0.20278253930484078,-0.20278253930484078,-0.20278253930484078,-0.20278253930484078,-0.20278253930484078,-0.20278253930484078,0.0,0.0,0.0,13.116293341308452
1978-12-01,13.32753041725221,11.007461880885545,15.859068623247543,13.32753041725221,13.32753041725221,0.07945916500920706,0.07945916500920706,0.07945916500920706,0.07945916500920706,0.07945916500920706,0.07945916500920706,0.0,0.0,0.0,13.406989582261417
1979-01-01,13.33626677177909,10.776643268720889,15.62042634548029,13.33626677177909,13.33626677177909,-0.19445731435264485,-0.19445731435264485,-0.19445731435264485,-0.19445731435264485,-0.19445731435264485,-0.19445731435264485,0.0,0.0,0.0,13.141809457426445
1979-02-01,13.345003126305974,10.920157096234881,15.720744424637683,13.345003126305974,13.345003126305974,-0.018470264406799736,-0.018470264406799736,-0.018470264406799736,-0.018470264406799736,-0.018470264406799736,-0.018470264406799736,0.0,0.0,0.0,13.326532861899175
1979-03-01,13.352894027168963,10.809862789575218,15.519770547387905,13.352894027168963,13.352894027168963,-0.22243886213104955,-0.22243886213104955,-0.22243886213104955,-0.22243886213104955,-0.22243886213104955,-0.22243886213104955,0.0,0.0,0.0,13.130455165037914
1979-04-01,13.361630381695846,10.992071488079223,15.687362834213697,13.361630381695846,13.361630381695846,-0.06602867179857422,-0.06602867179857422,-0.06602867179857422,-0.06602867179857422,-0.06602867179857422,-0.06602867179857422,0.0,0.0,0.0,13.295601709897273
1979-05-01,13.370084924340446,10.810772682200952,15.536422085481442,13.370084924340446,13.370084924340446,-0.17414598735885292,-0.17414598735885292,-0.17414598735885292,-0.17414598735885292,-0.17414598735885292,-0.17414598735885292,0.0,0.0,0.0,13.195938936981593
1979-06-01,13.378821285073203,10.928974592735697,15.776318176712874,13.378821285073203,13.378821285073203,-0.10030868768768307,-0.10030868768768307,-0.10030868768768307,-0.10030868768768307,-0.10030868768768307,-0.10030868768768307,0.0,0.0,0.0,13.27851259738552
1979-07-01,13.387275827717806,10.856124336547682,15.738710766539754,13.387275827717806,13.387275827717806,-0.05879980594687743,-0.05879980594687743,-0.05879980594687743,-0.05879980594687743,-0.05879980594687743,-0.05879980594687743,0.0,0.0,0.0,13.328476021770928
1979-08-01,13.396012188450559,11.225450351598392,16.164663898336908,13.396012188450559,13.396012188450559,0.16638595654450244,0.16638595654450244,0.16638595654450244,0.16638595654450244,0.16638595654450244,0.16638595654450244,0.0,0.0,0.0,13.562398144995061
1979-09-01,13.404748549183315,11.21064876759533,15.956897617420237,13.404748549183315,13.404748549183315,0.14667082056665465,0.14667082056665465,0.14667082056665465,0.14667082056665465,0.14667082056665465,0.14667082056665465,0.0,0.0,0.0,13.55141936974997
1979-10-01,13.413203091827917,10.721033703983007,15.714014769989983,13.413203091827917,13.413203091827917,-0.2969108668553781,-0.2969108668553781,-0.2969108668553781,-0.2969108668553781,-0.2969108668553781,-0.2969108668553781,0.0,0.0,0.0,13.11629222497254
1979-11-01,13.421939452560673,10.814549422670122,15.608266763627483,13.421939452560673,13.421939452560673,-0.2043089839796296,-0.2043089839796296,-0.2043089839796296,-0.2043089839796296,-0.2043089839796296,-0.2043089839796296,0.0,0.0,0.0,13.217630468581044
1979-12-01,13.430393995205273,11.12364654155005,16.041259258378453,13.430393995205273,13.430393995205273,0.12257172092428639,0.12257172092428639,0.12257172092428639,0.12257172092428639,0.12257172092428639,0.12257172092428639,0.0,0.0,0.0,13.55296571612956
1980-01-01,13.43913035593803,10.91443213048281,15.681171423181052,13.43913035593803,13.43913035593803,-0.219501858458533,-0.219501858458533,-0.219501858458533,-0.219501858458533,-0.219501858458533,-0.219501858458533,0.0,0.0,0.0,13.219628497479496
1980-02-01,13.447866716670786,11.038574522938994,15.706537691439133,13.447866716670786,13.447866716670786,0.06450744027057874,0.06450744027057874,0.06450744027057874,0.06450744027057874,0.06450744027057874,0.06450744027057874,0.0,0.0,0.0,13.512374156941364
1980-03-01,13.456039441227233,11.278025819468116,15.878799736722945,13.456039441227233,13.456039441227233,0.1229195088054465,0.1229195088054465,0.1229195088054465,0.1229195088054465,0.1229195088054465,0.1229195088054465,0.0,0.0,0.0,13.57895895003268
1980-04-01,13.46477580195999,10.751460455669136,15.666580224089495,13.46477580195999,13.46477580195999,-0.2378453912369624,-0.2378453912369624,-0.2378453912369624,-0.2378453912369624,-0.2378453912369624,-0.2378453912369624,0.0,0.0,0.0,13.226930410723027
1980-05-01,13.473230344604591,10.975701018021342,15.718708503699812,13.473230344604591,13.473230344604591,-0.07158532890543517,-0.07158532890543517,-0.07158532890543517,-0.07158532890543517,-0.07158532890543517,-0.07158532890543517,0.0,0.0,0.0,13.401645015699156
1980-06-01,13.481966705337348,10.787853816703308,15.98949142811134,13.481966705337348,13.481966705337348,-0.22250630526300583,-0.22250630526300583,-0.22250630526300583,-0.22250630526300583,-0.22250630526300583,-0.22250630526300583,0.0,0.0,0.0,13.259460400074342
1980-07-01,13.490421247981947,10.920298484281208,15.778607364050833,13.490421247981947,13.490421247981947,0.008367696465571107,0.008367696465571107,0.008367696465571107,0.008367696465571107,0.008367696465571107,0.008367696465571107,0.0,0.0,0.0,13.498788944447519
1980-08-01,13.499157608714704,11.284371832059078,15.926310661764768,13.499157608714704,13.499157608714704,0.09369153266723705,0.09369153266723705,0.09369153266723705,0.09369153266723705,0.09369153266723705,0.09369153266723705,0.0,0.0,0.0,13.59284914138194
1980-09-01,13.50789396944746,11.144674092988232,15.96943360429239,13.50789396944746,13.50789396944746,0.09208379708485459,0.09208379708485459,0.09208379708485459,0.09208379708485459,0.09208379708485459,0.09208379708485459,0.0,0.0,0.0,13.599977766532314
1980-10-01,13.516348512092062,11.104331775560052,15.800120685701716,13.516348512092062,13.516348512092062,-0.10952881275933861,-0.10952881275933861,-0.10952881275933861,-0.10952881275933861,-0.10952881275933861,-0.10952881275933861,0.0,0.0,0.0,13.406819699332724
